ID,Year,Party,Race
7618,2019,Republican,White
7619,2019,Unsure/Refused,White
7620,2019,Independent,White
7621,2019,Democrat,White
7622,2019,Independent,White
7623,2019,Republican,White
7624,2019,Independent,White
7625,2019,Democrat,White
7626,2019,Democrat,White
7627,2019,Independent,White
7628,2019,Independent,White
7629,2019,Republican,White
7630,2019,Democrat,White
7631,2019,Independent,White
7632,2019,Democrat,White
7633,2019,Independent,White
7634,2019,Independent,White
7635,2019,Republican,White
7636,2019,Republican,White
7637,2019,Republican,White
7638,2019,Democrat,White
7639,2019,Republican,White
7640,2019,Republican,White
7641,2019,Independent,White
7642,2019,Independent,White
7643,2019,Democrat,White
7644,2019,Republican,White
7645,2019,Democrat,White
7646,2019,Independent,White
7647,2019,Republican,White
7648,2019,Democrat,White
7649,2019,Unsure/Refused,White
7650,2019,Republican,White
7651,2019,Independent,White
7652,2019,Republican,White
7653,2019,Republican,White
7654,2019,Republican,White
7655,2019,Republican,White
7656,2019,Republican,White
7657,2019,Republican,White
7658,2019,Republican,White
7659,2019,Republican,White
7660,2019,Independent,White
7661,2019,Democrat,White
7662,2019,Independent,White
7663,2019,Republican,White
7664,2019,Republican,White
7665,2019,Democrat,White
7666,2019,Democrat,White
7667,2019,Independent,White
7668,2019,Independent,White
7669,2019,Democrat,White
7670,2019,Republican,White
7671,2019,Democrat,White
7672,2019,Democrat,White
7673,2019,Independent,White
7674,2019,Republican,White
7675,2019,Republican,White
7676,2019,Democrat,White
7677,2019,Republican,White
7678,2019,Democrat,White
7679,2019,Democrat,White
7680,2019,Independent,White
7681,2019,Independent,White
7682,2019,Democrat,White
7683,2019,Republican,White
7684,2019,Independent,White
7685,2019,Republican,White
7686,2019,Independent,White
7687,2019,Republican,White
7688,2019,Independent,White
7689,2019,Democrat,White
7690,2019,Independent,White
7691,2019,Republican,White
7692,2019,Independent,White
7693,2019,Independent,White
7694,2019,Republican,White
7695,2019,Independent,White
7696,2019,Democrat,White
7697,2019,Republican,White
7698,2019,Democrat,White
7699,2019,Republican,White
7700,2019,Independent,White
7701,2019,Democrat,White
7702,2019,Independent,White
7703,2019,Democrat,White
7704,2019,Independent,White
7705,2019,Independent,White
7706,2019,Republican,White
7707,2019,Republican,White
7708,2019,Unsure/Refused,White
7709,2019,Independent,White
7710,2019,Republican,White
7711,2019,Independent,White
7712,2019,Independent,White
7713,2019,Independent,White
7714,2019,Independent,White
7715,2019,Independent,White
7716,2019,Independent,White
7717,2019,Independent,White
7718,2019,Independent,White
7719,2019,Independent,White
7720,2019,Democrat,White
7721,2019,Republican,White
7722,2019,Democrat,White
7723,2019,Republican,White
7724,2019,Republican,White
7725,2019,Independent,White
7726,2019,Republican,White
7727,2019,Republican,White
7728,2019,Democrat,White
7729,2019,Republican,White
7730,2019,Republican,White
7731,2019,Independent,White
7732,2019,Independent,White
7733,2019,Republican,White
7734,2019,Republican,White
7735,2019,Democrat,White
7736,2019,Democrat,White
7737,2019,Independent,White
7738,2019,Independent,White
7739,2019,Democrat,White
7740,2019,Democrat,White
7741,2019,Independent,White
7742,2019,Democrat,White
7743,2019,Republican,White
7744,2019,Republican,White
7745,2019,Republican,White
7746,2019,Independent,White
7747,2019,Democrat,White
7748,2019,Republican,White
7749,2019,Independent,White
7750,2019,Republican,White
7751,2019,Democrat,White
7752,2019,Democrat,White
7753,2019,Republican,White
7754,2019,Independent,White
7755,2019,Democrat,White
7756,2019,Democrat,White
7757,2019,Republican,White
7758,2019,Democrat,White
7759,2019,Independent,White
7760,2019,Democrat,White
7761,2019,Republican,White
7762,2019,Independent,White
7763,2019,Republican,White
7764,2019,Independent,White
7765,2019,Republican,White
7766,2019,Democrat,White
7767,2019,Democrat,White
7768,2019,Republican,White
7769,2019,Independent,White
7770,2019,Republican,White
7771,2019,Republican,White
7772,2019,Democrat,White
7773,2019,Independent,White
7774,2019,Independent,White
7775,2019,Independent,White
7776,2019,Republican,White
7777,2019,Democrat,White
7778,2019,Independent,White
7779,2019,Democrat,White
7780,2019,Independent,White
7781,2019,Independent,White
7782,2019,Democrat,White
7783,2019,Independent,White
7784,2019,Republican,White
7785,2019,Republican,White
7786,2019,Independent,White
7787,2019,Independent,White
7788,2019,Democrat,White
7789,2019,Democrat,White
7790,2019,Republican,White
7791,2019,Republican,White
7792,2019,Republican,White
7793,2019,Republican,White
7794,2019,Republican,White
7795,2019,Republican,White
7796,2019,Independent,White
7797,2019,Republican,White
7798,2019,Democrat,White
7799,2019,Democrat,White
7800,2019,Republican,White
7801,2019,Republican,White
7802,2019,Republican,White
7803,2019,Republican,White
7804,2019,Democrat,White
7805,2019,Democrat,White
7806,2019,Democrat,White
7807,2019,Republican,White
7808,2019,Democrat,White
7809,2019,Independent,White
7810,2019,Republican,White
7811,2019,Democrat,White
7812,2019,Independent,White
7813,2019,Republican,White
7814,2019,Republican,White
7815,2019,Republican,White
7816,2019,Republican,White
7817,2019,Independent,White
7818,2019,Independent,White
7819,2019,Democrat,White
7820,2019,Republican,White
7821,2019,Republican,White
7822,2019,Republican,White
7823,2019,Independent,White
7824,2019,Independent,White
7825,2019,Republican,White
7826,2019,Independent,White
7827,2019,Democrat,White
7828,2019,Republican,White
7829,2019,Independent,White
7830,2019,Republican,White
7831,2019,Republican,White
7832,2019,Democrat,White
7833,2019,Republican,White
7834,2019,Republican,White
7835,2019,Unsure/Refused,White
7836,2019,Independent,White
7837,2019,Democrat,White
7838,2019,Independent,White
7839,2019,Democrat,White
7840,2019,Republican,White
7841,2019,Democrat,White
7842,2019,Democrat,White
7843,2019,Independent,White
7844,2019,Republican,White
7845,2019,Independent,White
7846,2019,Republican,White
7847,2019,Independent,White
7848,2019,Independent,White
7849,2019,Republican,White
7850,2019,Unsure/Refused,White
7851,2019,Republican,White
7852,2019,Republican,White
7853,2019,Unsure/Refused,White
7854,2019,Independent,White
7855,2019,Independent,White
7856,2019,Democrat,White
7857,2019,Republican,White
7858,2019,Independent,White
7859,2019,Democrat,White
7860,2019,Republican,White
7861,2019,Independent,White
7862,2019,Democrat,White
7863,2019,Republican,White
7864,2019,Republican,White
7865,2019,Republican,White
7866,2019,Democrat,White
7867,2019,Republican,White
7868,2019,Democrat,White
7869,2019,Independent,White
7870,2019,Unsure/Refused,White
7871,2019,Independent,White
7872,2019,Republican,White
7873,2019,Republican,White
7874,2019,Independent,White
7875,2019,Republican,White
7876,2019,Independent,White
7877,2019,Independent,White
7878,2019,Independent,White
7879,2019,Republican,White
7880,2019,Democrat,White
7881,2019,Democrat,White
7882,2019,Republican,White
7883,2019,Republican,White
7884,2019,Independent,White
7885,2019,Republican,White
7886,2019,Independent,White
7887,2019,Independent,White
7888,2019,Independent,White
7889,2019,Republican,White
7890,2019,Republican,White
7891,2019,Democrat,White
7892,2019,Independent,White
7893,2019,Independent,White
7894,2019,Democrat,White
7895,2019,Democrat,White
7896,2019,Democrat,White
7897,2019,Republican,White
7898,2019,Republican,White
7899,2019,Democrat,White
7900,2019,Independent,White
7901,2019,Independent,White
7902,2019,Democrat,White
7903,2019,Independent,White
7904,2019,Republican,White
7905,2019,Independent,White
7906,2019,Democrat,White
7907,2019,Democrat,White
7908,2019,Independent,White
7909,2019,Republican,White
7910,2019,Independent,White
7911,2019,Republican,White
7912,2019,Democrat,White
7913,2019,Independent,White
7914,2019,Independent,White
7915,2019,Republican,White
7916,2019,Independent,White
7917,2019,Democrat,White
7918,2019,Independent,White
7919,2019,Republican,White
7920,2019,Republican,White
7921,2019,Republican,White
7922,2019,Republican,White
7923,2019,Republican,White
7924,2019,Democrat,White
7925,2019,Independent,White
7926,2019,Republican,White
7927,2019,Independent,White
7928,2019,Democrat,White
7929,2019,Democrat,White
7930,2019,Republican,White
7931,2019,Republican,White
7932,2019,Democrat,White
7933,2019,Republican,White
7934,2019,Independent,White
7935,2019,Republican,White
7936,2019,Independent,White
7937,2019,Independent,White
7938,2019,Republican,White
7939,2019,Independent,White
7940,2019,Republican,White
7941,2019,Republican,White
7942,2019,Republican,White
7943,2019,Unsure/Refused,White
7944,2019,Republican,White
7945,2019,Democrat,White
7946,2019,Republican,White
7947,2019,Independent,White
7948,2019,Republican,White
7949,2019,Republican,White
7950,2019,Democrat,White
7951,2019,Independent,White
7952,2019,Republican,White
7953,2019,Republican,White
7954,2019,Independent,White
7955,2019,Democrat,White
7956,2019,Republican,White
7957,2019,Independent,White
7958,2019,Republican,White
7959,2019,Independent,White
7960,2019,Independent,White
7961,2019,Republican,White
7962,2019,Republican,White
7963,2019,Republican,White
7964,2019,Democrat,White
7965,2019,Independent,White
7966,2019,Independent,White
7967,2019,Democrat,White
7968,2019,Independent,White
7969,2019,Republican,White
7970,2019,Independent,White
7971,2019,Independent,White
7972,2019,Democrat,White
7973,2019,Democrat,White
7974,2019,Republican,White
7975,2019,Democrat,White
7976,2019,Independent,White
7977,2019,Republican,White
7978,2019,Democrat,White
7979,2019,Republican,White
7980,2019,Democrat,White
7981,2019,Independent,White
7982,2019,Independent,White
7983,2019,Unsure/Refused,White
7984,2019,Democrat,White
7985,2019,Democrat,White
7986,2019,Republican,White
7987,2019,Independent,White
7988,2019,Independent,White
7989,2019,Unsure/Refused,White
7990,2019,Republican,White
7991,2019,Democrat,White
7992,2019,Independent,White
7993,2019,Independent,White
7994,2019,Independent,White
7995,2019,Republican,White
7996,2019,Democrat,White
7997,2019,Independent,White
7998,2019,Democrat,White
7999,2019,Independent,White
8000,2019,Democrat,White
8001,2019,Unsure/Refused,White
8002,2019,Independent,White
8003,2019,Democrat,White
8004,2019,Democrat,White
8005,2019,Independent,White
8006,2019,Republican,White
8007,2019,Republican,White
8008,2019,Republican,White
8009,2019,Independent,White
8010,2019,Independent,White
8011,2019,Independent,White
8012,2019,Democrat,White
8013,2019,Republican,White
8014,2019,Democrat,White
8015,2019,Democrat,White
8016,2019,Independent,White
8017,2019,Independent,White
8018,2019,Democrat,White
8019,2019,Republican,White
8020,2019,Democrat,White
8021,2019,Republican,White
8022,2019,Democrat,White
8023,2019,Republican,White
8024,2019,Independent,White
8025,2019,Democrat,White
8026,2019,Democrat,White
8027,2019,Democrat,White
8028,2019,Republican,White
8029,2019,Republican,White
8030,2019,Independent,White
8031,2019,Independent,White
8032,2019,Democrat,White
8033,2019,Democrat,White
8034,2019,Democrat,White
8035,2019,Democrat,White
8036,2019,Democrat,White
8037,2019,Independent,White
8038,2019,Republican,White
8039,2019,Republican,White
8040,2019,Independent,White
8041,2019,Republican,White
8042,2019,Independent,White
8043,2019,Democrat,White
8044,2019,Republican,White
8045,2019,Democrat,White
8046,2019,Democrat,White
8047,2019,Republican,White
8048,2019,Independent,White
8049,2019,Democrat,White
8050,2019,Independent,White
8051,2019,Democrat,White
8052,2019,Independent,White
8053,2019,Unsure/Refused,White
8054,2019,Independent,White
8055,2019,Republican,White
8056,2019,Republican,White
8057,2019,Republican,White
8058,2019,Republican,White
8059,2019,Democrat,White
8060,2019,Independent,White
8061,2019,Independent,White
8062,2019,Republican,White
8063,2019,Independent,White
8064,2019,Republican,White
8065,2019,Democrat,White
8066,2019,Independent,White
8067,2019,Independent,White
8068,2019,Democrat,White
8069,2019,Independent,White
8070,2019,Independent,White
8071,2019,Independent,White
8072,2019,Independent,White
8073,2019,Independent,White
8074,2019,Republican,White
8075,2019,Republican,White
8076,2019,Democrat,White
8077,2019,Independent,White
8078,2019,Independent,White
8079,2019,Democrat,White
8080,2019,Republican,White
8081,2019,Independent,White
8082,2019,Republican,White
8083,2019,Democrat,White
8084,2019,Democrat,White
8085,2019,Independent,White
8086,2019,Republican,White
8087,2019,Republican,White
8088,2019,Republican,White
8089,2019,Democrat,White
8090,2019,Democrat,White
8091,2019,Democrat,White
8092,2019,Democrat,White
8093,2019,Republican,White
8094,2019,Democrat,White
8095,2019,Republican,White
8096,2019,Democrat,White
8097,2019,Republican,White
8098,2019,Democrat,White
8099,2019,Independent,White
8100,2019,Independent,White
8101,2019,Democrat,White
8102,2019,Republican,White
8103,2019,Democrat,White
8104,2019,Democrat,White
8105,2019,Democrat,White
8106,2019,Democrat,White
8107,2019,Democrat,White
8108,2019,Republican,White
8109,2019,Democrat,White
8110,2019,Independent,White
8111,2019,Independent,White
8112,2019,Unsure/Refused,White
8113,2019,Republican,White
8114,2019,Republican,White
8115,2019,Democrat,White
8116,2019,Republican,White
8117,2019,Independent,White
8118,2019,Democrat,White
8119,2019,Democrat,White
8120,2019,Republican,White
8121,2019,Independent,White
8122,2019,Independent,White
8123,2019,Democrat,White
8124,2019,Republican,White
8125,2019,Independent,White
8126,2019,Democrat,White
8127,2019,Independent,White
8128,2019,Republican,White
8129,2019,Independent,White
8130,2019,Republican,White
8131,2019,Democrat,White
8132,2019,Independent,White
8133,2019,Republican,White
8134,2019,Republican,White
8135,2019,Democrat,White
8136,2019,Democrat,White
8137,2019,Unsure/Refused,White
8138,2019,Democrat,White
8139,2019,Republican,White
8140,2019,Democrat,White
8141,2019,Independent,White
8142,2019,Independent,White
8143,2019,Democrat,White
8144,2019,Independent,White
8145,2019,Independent,White
8146,2019,Republican,White
8147,2019,Democrat,White
8148,2019,Democrat,White
8149,2019,Independent,White
8150,2019,Independent,White
8151,2019,Democrat,White
8152,2019,Independent,White
8153,2019,Democrat,White
8154,2019,Democrat,White
8155,2019,Republican,White
8156,2019,Independent,White
8157,2019,Independent,White
8158,2019,Republican,White
8159,2019,Democrat,White
8160,2019,Republican,White
8161,2019,Democrat,White
8162,2019,Independent,White
8163,2019,Republican,White
8164,2019,Independent,White
8165,2019,Republican,White
8166,2019,Democrat,White
8167,2019,Democrat,White
8168,2019,Democrat,White
8169,2019,Democrat,White
8170,2019,Independent,White
8171,2019,Republican,White
8172,2019,Independent,White
8173,2019,Independent,White
8174,2019,Democrat,White
8175,2019,Democrat,White
8176,2019,Republican,White
8177,2019,Republican,White
8178,2019,Independent,White
8179,2019,Democrat,White
8180,2019,Republican,White
8181,2019,Republican,White
8182,2019,Republican,White
8183,2019,Independent,White
8184,2019,Republican,White
8185,2019,Republican,White
8186,2019,Democrat,White
8187,2019,Democrat,White
8188,2019,Republican,White
8189,2019,Republican,White
8190,2019,Independent,White
8191,2019,Republican,White
8192,2019,Republican,White
8193,2019,Democrat,White
8194,2019,Republican,White
8195,2019,Independent,White
8196,2019,Independent,White
8197,2019,Republican,White
8198,2019,Independent,White
8199,2019,Independent,White
8200,2019,Independent,White
8201,2019,Independent,White
8202,2019,Democrat,White
8203,2019,Republican,White
8204,2019,Democrat,White
8205,2019,Democrat,White
8206,2019,Republican,White
8207,2019,Republican,White
8208,2019,Democrat,White
8209,2019,Unsure/Refused,White
8210,2019,Democrat,White
8211,2019,Democrat,White
8212,2019,Independent,White
8213,2019,Unsure/Refused,White
8214,2019,Independent,White
8215,2019,Independent,White
8216,2019,Independent,White
8217,2019,Democrat,White
8218,2019,Republican,White
8219,2019,Independent,White
8220,2019,Independent,White
8221,2019,Democrat,White
8222,2019,Democrat,White
8223,2019,Democrat,White
8224,2019,Republican,White
8225,2019,Republican,White
8226,2019,Republican,White
8227,2019,Democrat,White
8228,2019,Democrat,White
8229,2019,Unsure/Refused,White
8230,2019,Democrat,White
8231,2019,Independent,White
8232,2019,Independent,White
8233,2019,Independent,White
8234,2019,Independent,White
8235,2019,Democrat,White
8236,2019,Democrat,White
8237,2019,Republican,White
8238,2019,Independent,White
8239,2019,Democrat,White
8240,2019,Republican,White
8241,2019,Democrat,White
8242,2019,Republican,White
8243,2019,Republican,White
8244,2019,Democrat,White
8245,2019,Democrat,White
8246,2019,Independent,White
8247,2019,Independent,White
8248,2019,Independent,White
8249,2019,Independent,White
8250,2019,Independent,White
8251,2019,Independent,White
8252,2019,Democrat,White
8253,2019,Democrat,White
8254,2019,Independent,White
8255,2019,Republican,White
8256,2019,Independent,White
8257,2019,Independent,White
8258,2019,Independent,White
8259,2019,Democrat,White
8260,2019,Independent,White
8261,2019,Independent,White
8262,2019,Republican,White
8263,2019,Independent,White
8264,2019,Independent,White
8265,2019,Democrat,White
8266,2019,Republican,White
8267,2019,Republican,White
8268,2019,Republican,White
8269,2019,Democrat,White
8270,2019,Republican,White
8271,2019,Republican,White
8272,2019,Unsure/Refused,White
8273,2019,Republican,White
8274,2019,Independent,White
8275,2019,Republican,White
8276,2019,Independent,White
8277,2019,Independent,White
8278,2019,Independent,White
8279,2019,Republican,White
8280,2019,Independent,White
8281,2019,Independent,White
8282,2019,Democrat,White
8283,2019,Republican,White
8284,2019,Independent,White
8285,2019,Republican,White
8286,2019,Democrat,White
8287,2019,Republican,White
8288,2019,Republican,White
8289,2019,Independent,White
8290,2019,Republican,White
8291,2019,Independent,White
8292,2019,Republican,White
8293,2019,Independent,White
8294,2019,Republican,White
8295,2019,Independent,White
8296,2019,Independent,White
8297,2019,Democrat,White
8298,2019,Republican,White
8299,2019,Independent,White
8300,2019,Republican,White
8301,2019,Independent,White
8302,2019,Independent,White
8303,2019,Republican,White
8304,2019,Independent,White
8305,2019,Independent,White
8306,2019,Democrat,White
8307,2019,Republican,White
8308,2019,Republican,White
8309,2019,Independent,White
8310,2019,Democrat,White
8311,2019,Republican,White
8312,2019,Democrat,White
8313,2019,Independent,White
8314,2019,Republican,White
8315,2019,Republican,White
8316,2019,Democrat,White
8317,2019,Republican,White
8318,2019,Democrat,White
8319,2019,Independent,White
8320,2019,Independent,White
8321,2019,Republican,White
8322,2019,Republican,White
8323,2019,Republican,White
8324,2019,Independent,White
8325,2019,Republican,White
8326,2019,Republican,White
8327,2019,Unsure/Refused,White
8328,2019,Democrat,White
8329,2019,Democrat,White
8330,2019,Independent,White
8331,2019,Democrat,White
8332,2019,Independent,White
8333,2019,Democrat,White
8334,2019,Independent,White
8335,2019,Democrat,White
8336,2019,Unsure/Refused,White
8337,2019,Republican,White
8338,2019,Republican,White
8339,2019,Democrat,White
8340,2019,Democrat,White
8341,2019,Republican,White
8342,2019,Independent,White
8343,2019,Democrat,White
8344,2019,Democrat,White
8345,2019,Republican,White
8346,2019,Democrat,White
8347,2019,Independent,White
8348,2019,Independent,White
8349,2019,Republican,White
8350,2019,Democrat,White
8351,2019,Republican,White
8352,2019,Independent,White
8353,2019,Democrat,White
8354,2019,Democrat,White
8355,2019,Republican,White
8356,2019,Republican,White
8357,2019,Independent,White
8358,2019,Independent,White
8359,2019,Republican,White
8360,2019,Unsure/Refused,White
8361,2019,Republican,White
8362,2019,Democrat,White
8363,2019,Democrat,White
8364,2019,Democrat,White
8365,2019,Republican,White
8366,2019,Democrat,White
8367,2019,Democrat,White
8368,2019,Republican,White
8369,2019,Independent,White
8370,2019,Republican,White
8371,2019,Democrat,White
8372,2019,Independent,White
8373,2019,Republican,White
8374,2019,Republican,White
8375,2019,Independent,White
8376,2019,Independent,White
8377,2019,Independent,White
8378,2019,Republican,White
8379,2019,Republican,White
8380,2019,Democrat,White
8381,2019,Republican,White
8382,2019,Republican,White
8383,2019,Republican,White
8384,2019,Republican,White
8385,2019,Unsure/Refused,White
8386,2019,Republican,White
8387,2019,Republican,White
8388,2019,Republican,White
8389,2019,Independent,White
8390,2019,Independent,White
8391,2019,Independent,White
8392,2019,Democrat,White
8393,2019,Republican,White
8394,2019,Democrat,White
8395,2019,Democrat,White
8396,2019,Republican,White
8397,2019,Independent,White
8398,2019,Democrat,White
8399,2019,Republican,White
8400,2019,Independent,White
8401,2019,Independent,White
8402,2019,Republican,White
8403,2019,Independent,White
8404,2019,Republican,White
8405,2019,Republican,White
8406,2019,Independent,White
8407,2019,Democrat,White
8408,2019,Independent,White
8409,2019,Independent,White
8410,2019,Independent,White
8411,2019,Democrat,White
8412,2019,Republican,White
8413,2019,Republican,White
8414,2019,Democrat,White
8415,2019,Republican,White
8416,2019,Republican,White
8417,2019,Republican,White
8418,2019,Independent,White
8419,2019,Independent,White
8420,2019,Republican,White
8421,2019,Republican,White
8422,2019,Unsure/Refused,White
8423,2019,Democrat,White
8424,2019,Republican,White
8425,2019,Democrat,White
8426,2019,Republican,White
8427,2019,Republican,White
8428,2019,Independent,White
8429,2019,Independent,White
8430,2019,Independent,White
8431,2019,Unsure/Refused,White
8432,2019,Democrat,White
8433,2019,Republican,White
8434,2019,Republican,White
8435,2019,Democrat,White
8436,2019,Republican,White
8437,2019,Independent,White
8438,2019,Republican,White
8439,2019,Independent,White
8440,2019,Democrat,White
8441,2019,Independent,White
8442,2019,Independent,White
8443,2019,Independent,White
8444,2019,Independent,White
8445,2019,Republican,White
8446,2019,Republican,White
8447,2019,Democrat,White
8448,2019,Independent,White
8449,2019,Republican,White
8450,2019,Republican,White
8451,2019,Independent,White
8452,2019,Independent,White
8453,2019,Democrat,White
8454,2019,Republican,White
8455,2019,Democrat,White
8456,2019,Democrat,White
8457,2019,Democrat,White
8458,2019,Independent,White
8459,2019,Independent,White
8460,2019,Republican,White
8461,2019,Independent,White
8462,2019,Republican,White
8463,2019,Democrat,White
8464,2019,Independent,White
8465,2019,Democrat,White
8466,2019,Republican,White
8467,2019,Independent,White
8468,2019,Independent,White
8469,2019,Democrat,White
8470,2019,Independent,White
8471,2019,Republican,White
8472,2019,Republican,White
8473,2019,Democrat,White
8474,2019,Democrat,White
8475,2019,Democrat,White
8476,2019,Republican,White
8477,2019,Democrat,White
8478,2019,Independent,White
8479,2019,Democrat,White
8480,2019,Republican,White
8481,2019,Republican,White
8482,2019,Unsure/Refused,White
8483,2019,Independent,White
8484,2019,Independent,White
8485,2019,Independent,White
8486,2019,Republican,White
8487,2019,Democrat,White
8488,2019,Republican,White
8489,2019,Independent,White
8490,2019,Independent,White
8491,2019,Independent,White
8492,2019,Independent,White
8493,2019,Unsure/Refused,White
8494,2019,Independent,White
8495,2019,Democrat,White
8496,2019,Republican,White
8497,2019,Republican,White
8498,2019,Independent,White
8499,2019,Independent,White
8500,2019,Republican,White
8501,2019,Republican,White
8502,2019,Republican,White
8503,2019,Independent,White
8504,2019,Independent,White
8505,2019,Republican,White
8506,2019,Independent,White
8507,2019,Democrat,White
8508,2019,Republican,White
8509,2019,Republican,White
8510,2019,Republican,White
8511,2019,Independent,White
8512,2019,Independent,White
8513,2019,Republican,White
8514,2019,Republican,White
8515,2019,Republican,White
8516,2019,Democrat,White
8517,2019,Unsure/Refused,White
8518,2019,Republican,White
8519,2019,Democrat,White
8520,2019,Democrat,White
8521,2019,Democrat,White
8522,2019,Independent,White
8523,2019,Republican,White
8524,2019,Republican,White
8525,2019,Independent,White
8526,2019,Republican,White
8527,2019,Democrat,White
8528,2019,Democrat,White
8529,2019,Republican,White
8530,2019,Independent,White
8531,2019,Democrat,White
8532,2019,Independent,White
8533,2019,Democrat,White
8534,2019,Republican,White
8535,2019,Independent,White
8536,2019,Independent,White
8537,2019,Democrat,White
8538,2019,Independent,White
8539,2019,Republican,White
8540,2019,Republican,White
8541,2019,Republican,White
8542,2019,Democrat,White
8543,2019,Unsure/Refused,White
8544,2019,Independent,White
8545,2019,Republican,White
8546,2019,Democrat,White
8547,2019,Democrat,White
8548,2019,Independent,White
8549,2019,Independent,White
8550,2019,Republican,White
8551,2019,Republican,White
8552,2019,Democrat,White
8553,2019,Republican,White
8554,2019,Republican,White
8555,2019,Independent,White
8556,2019,Independent,White
8557,2019,Independent,White
8558,2019,Independent,White
8559,2019,Independent,White
8560,2019,Independent,White
8561,2019,Independent,White
8562,2019,Independent,White
8563,2019,Democrat,White
8564,2019,Independent,White
8565,2019,Republican,White
8566,2019,Independent,White
8567,2019,Unsure/Refused,White
8568,2019,Independent,White
8569,2019,Republican,White
8570,2019,Democrat,White
8571,2019,Republican,White
8572,2019,Republican,White
8573,2019,Independent,White
8574,2019,Independent,White
8575,2019,Republican,White
8576,2019,Republican,White
8577,2019,Republican,White
8578,2019,Independent,White
8579,2019,Democrat,White
8580,2019,Independent,White
8581,2019,Independent,White
8582,2019,Republican,White
8583,2019,Independent,White
8584,2019,Republican,White
8585,2019,Republican,White
8586,2019,Republican,White
8587,2019,Republican,White
8588,2019,Independent,White
8589,2019,Republican,White
8590,2019,Democrat,White
8591,2019,Independent,White
8592,2019,Independent,White
8593,2019,Independent,White
8594,2019,Independent,White
8595,2019,Independent,White
8596,2019,Independent,White
8597,2019,Republican,White
8598,2019,Independent,White
8599,2019,Republican,White
8600,2019,Republican,White
8601,2019,Republican,White
8602,2019,Republican,White
8603,2019,Independent,White
8604,2019,Independent,White
8605,2019,Independent,White
8606,2019,Independent,White
8607,2019,Independent,White
8608,2019,Independent,White
8609,2019,Republican,White
8610,2019,Independent,White
8611,2019,Democrat,White
8612,2019,Independent,White
8613,2019,Republican,White
8614,2019,Republican,White
8615,2019,Independent,White
8616,2019,Independent,White
8617,2019,Democrat,White
8618,2019,Republican,White
8619,2019,Republican,White
8620,2019,Democrat,White
8621,2019,Independent,White
8622,2019,Republican,White
8623,2019,Independent,White
8624,2019,Independent,White
8625,2019,Unsure/Refused,White
8626,2019,Democrat,White
8627,2019,Democrat,White
8628,2019,Republican,White
8629,2019,Independent,White
8630,2019,Republican,White
8631,2019,Independent,White
8632,2019,Independent,White
8633,2019,Republican,White
8634,2019,Democrat,White
8635,2019,Republican,White
8636,2019,Republican,White
8637,2019,Republican,White
8638,2019,Independent,White
8639,2019,Independent,White
8640,2019,Republican,White
8641,2019,Republican,White
8642,2019,Republican,White
8643,2019,Democrat,White
8644,2019,Democrat,White
8645,2019,Democrat,White
8646,2019,Republican,White
8647,2019,Republican,White
8648,2019,Republican,White
8649,2019,Democrat,White
8650,2019,Independent,White
8651,2019,Democrat,White
8652,2019,Independent,White
8653,2019,Democrat,White
8654,2019,Democrat,White
8655,2019,Democrat,White
8656,2019,Republican,White
8657,2019,Independent,White
8658,2019,Republican,White
8659,2019,Independent,White
8660,2019,Independent,White
8661,2019,Democrat,White
8662,2019,Independent,White
8663,2019,Independent,White
8664,2019,Democrat,White
8665,2019,Republican,White
8666,2019,Democrat,White
8667,2019,Republican,White
8668,2019,Republican,White
8669,2019,Independent,White
8670,2019,Independent,White
8671,2019,Independent,White
8672,2019,Republican,White
8673,2019,Independent,White
8674,2019,Republican,White
8675,2019,Independent,White
8676,2019,Republican,White
8677,2019,Republican,White
8678,2019,Republican,White
8679,2019,Unsure/Refused,White
8680,2019,Independent,White
8681,2019,Republican,White
8682,2019,Independent,White
8683,2019,Democrat,White
8684,2019,Independent,White
8685,2019,Democrat,White
8686,2019,Democrat,White
8687,2019,Democrat,White
8688,2019,Republican,White
8689,2019,Republican,White
8690,2019,Independent,White
8691,2019,Democrat,White
8692,2019,Republican,White
8693,2019,Republican,White
8694,2019,Independent,White
8695,2019,Republican,White
8696,2019,Republican,White
8697,2019,Democrat,White
8698,2019,Republican,White
8699,2019,Independent,White
8700,2019,Republican,White
8701,2019,Republican,White
8702,2019,Independent,White
8703,2019,Democrat,White
8704,2019,Democrat,White
8705,2019,Republican,White
8706,2019,Republican,White
8707,2019,Independent,White
8708,2019,Republican,White
8709,2019,Republican,White
8710,2019,Democrat,White
8711,2019,Democrat,White
8712,2019,Independent,White
8713,2019,Independent,White
8714,2019,Independent,White
8715,2019,Republican,White
8716,2019,Democrat,White
8717,2019,Democrat,White
8718,2019,Republican,White
8719,2019,Democrat,White
8720,2019,Republican,White
8721,2019,Republican,White
8722,2019,Independent,White
8723,2019,Independent,White
8724,2019,Republican,White
8725,2019,Independent,White
8726,2019,Unsure/Refused,White
8727,2019,Democrat,White
8728,2019,Democrat,White
8729,2019,Democrat,White
8730,2019,Independent,White
8731,2019,Democrat,White
8732,2019,Republican,White
8733,2019,Republican,White
8734,2019,Republican,White
8735,2019,Democrat,White
8736,2019,Independent,White
8737,2019,Republican,White
8738,2019,Independent,White
8739,2019,Independent,White
8740,2019,Democrat,White
8741,2019,Independent,White
8742,2019,Independent,White
8743,2019,Democrat,White
8744,2019,Democrat,White
